comune_istat_cod|comune_catasto_cod|comune_des|provincia_istat_cod|provincia_sigla|provincia_des|regione_istat_cod|regione_des|area_geo_cod|area_geo_des|stato_cod|stato_des
038001|A393|ARGENTA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038002|A806|BERRA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038003|A965|BONDENO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038004|C469|CENTO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038005|C814|CODIGORO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038006|C912|COMACCHIO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038007|C980|COPPARO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038008|D548|FERRARA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038009|D713|FORMIGNANA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038010|E320|JOLANDA DI SAVOIA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038011|E410|LAGOSANTO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038012|F016|MASI TORELLO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038013|F026|MASSA FISCAGLIA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038014|F156|MESOLA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038015|F198|MIGLIARINO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038016|F235|MIRABELLO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038017|G184|OSTELLATO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038018|G768|POGGIO RENATICO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038019|G916|PORTOMAGGIORE|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038020|H360|RO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038021|I209|SANT'AGOSTINO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038022|L868|VIGARANO MAINARDA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038023|M110|VOGHIERA|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038024|L390|TRESIGALLO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038025|E107|GORO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
038026|F199|MIGLIARO|038|FE|FERRARA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039001|A191|ALFONSINE|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039002|A547|BAGNACAVALLO|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039003|A551|BAGNARA DI ROMAGNA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039004|B188|BRISIGHELLA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039005|B982|CASOLA VALSENIO|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039006|C065|CASTEL BOLOGNESE|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039007|C553|CERVIA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039008|C963|CONSELICE|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039009|D121|COTIGNOLA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039010|D458|FAENZA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039011|D829|FUSIGNANO|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039012|E730|LUGO|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039013|F029|MASSA LOMBARDA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039014|H199|RAVENNA|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039015|H302|RIOLO TERME|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039016|H642|RUSSI|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039017|I196|SANT'AGATA SUL SANTERNO|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
039018|I787|SOLAROLO|039|RA|RAVENNA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040001|A565|BAGNO DI ROMAGNA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040003|A809|BERTINORO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040004|B001|BORGHI|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040005|C339|CASTROCARO TERME E TERRA DEL SOLE|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040007|C573|CESENA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040008|C574|CESENATICO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040009|C777|CIVITELLA DI ROMAGNA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040011|D357|DOVADOLA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040012|D704|FORLI'|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040013|D705|FORLIMPOPOLI|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040014|D867|GALEATA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040015|D899|GAMBETTOLA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040016|D935|GATTEO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040018|E675|LONGIANO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040019|F097|MELDOLA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040020|F139|MERCATO SARACENO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040022|F259|MODIGLIANA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040028|F668|MONTIANO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040031|G904|PORTICO E SAN BENEDETTO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040032|H017|PREDAPPIO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040033|H034|PREMILCUORE|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040036|H437|ROCCA SAN CASCIANO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040037|H542|RONCOFREDDO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040041|I027|SAN MAURO PASCOLI|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040043|I310|SANTA SOFIA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040044|I444|SARSINA|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040045|I472|SAVIGNANO SUL RUBICONE|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040046|I779|SOGLIANO AL RUBICONE|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040049|L361|TREDOZIO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
040050|L764|VERGHERETO|040|FC|FORLI'-CESENA|08|Emilia Romagna|2|Nord-Est|100|ITALIA
041001|A035|ACQUALAGNA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041002|A327|APECCHIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041003|A493|AUDITORE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041004|A639|BARCHI|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041005|A740|BELFORTE ALL'ISAURO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041006|B026|BORGO PACE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041007|B352|CAGLI|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041008|B636|CANTIANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041009|B816|CARPEGNA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041010|B846|CARTOCETO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041011|C080|CASTELDELCI|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041012|C830|COLBORDOLO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041013|D488|FANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041014|D541|FERMIGNANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041015|D749|FOSSOMBRONE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041016|D791|FRATTE ROSA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041017|D807|FRONTINO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041018|D808|FRONTONE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041019|D836|GABICCE MARE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041020|E122|GRADARA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041021|E351|ISOLA DEL PIANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041022|E743|LUNANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041023|E785|MACERATA FELTRIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041024|E838|MAIOLO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041025|F135|MERCATELLO SUL METAURO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041026|F136|MERCATINO CONCA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041027|F310|MOMBAROCCIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041028|F347|MONDAVIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041029|F348|MONDOLFO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041030|F450|MONTECALVO IN FOGLIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041031|F467|MONTE CERIGNONE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041032|F474|MONTECICCARDO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041033|F478|MONTECOPIOLO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041034|F497|MONTEFELCINO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041035|F524|MONTEGRIMANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041036|F533|MONTELABBATE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041037|F555|MONTEMAGGIORE AL METAURO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041038|F589|MONTE PORZIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041039|F137|NOVAFELTRIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041040|G089|ORCIANO DI PESARO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041041|G416|PEGLIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041042|G433|PENNABILLI|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041043|G453|PERGOLA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041044|G479|PESARO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041045|G514|PETRIANO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041046|G537|PIAGGE|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041047|G551|PIANDIMELETO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041048|G627|PIETRARUBBIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041049|G682|PIOBBICO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041050|H721|SALTARA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041051|H809|SAN COSTANZO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041052|H886|SAN GIORGIO DI PESARO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041053|H949|SAN LEO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041054|H958|SAN LORENZO IN CAMPO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041055|I201|SANT'AGATA FELTRIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041056|I285|SANT'ANGELO IN LIZZOLA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041057|I287|SANT'ANGELO IN VADO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041058|I344|SANT'IPPOLITO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041059|I459|SASSOCORVARO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041060|I460|SASSOFELTRIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041061|I654|SERRA SANT'ABBONDIO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041062|I670|SERRUNGARINA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041063|L034|TALAMELLO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041064|L078|TAVOLETO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041065|L081|TAVULLIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041066|L498|URBANIA|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
041067|L500|URBINO|041|PU|PESARO URBINO|11|Marche|3|Centro|100|ITALIA
042001|A092|AGUGLIANO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042002|A271|ANCONA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042003|A366|ARCEVIA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042004|A626|BARBARA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042005|A769|BELVEDERE OSTRENSE|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042006|B468|CAMERANO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042007|B470|CAMERATA PICENA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042008|C060|CASTELBELLINO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042009|C071|CASTEL COLONNA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042010|C100|CASTELFIDARDO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042011|C152|CASTELLEONE DI SUASA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042012|C248|CASTELPLANIO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042013|C524|CERRETO D'ESI|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042014|C615|CHIARAVALLE|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042015|D007|CORINALDO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042016|D211|CUPRAMONTANA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042017|D451|FABRIANO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042018|D472|FALCONARA MARITTIMA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042019|D597|FILOTTRANO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042020|D965|GENGA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042021|E388|JESI|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042022|E690|LORETO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042023|E837|MAIOLATI SPONTINI|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042024|F145|MERGO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042025|F381|MONSANO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042026|F453|MONTECAROTTO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042027|F560|MONTEMARCIANO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042028|F593|MONTERADO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042029|F600|MONTE ROBERTO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042030|F634|MONTE SAN VITO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042031|F745|MORRO D'ALBA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042032|F978|NUMANA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042033|G003|OFFAGNA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042034|G157|OSIMO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042035|F401|OSTRA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042036|F581|OSTRA VETERE|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042037|G771|POGGIO SAN MARCELLO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042038|G803|POLVERIGI|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042039|H322|RIPE|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042040|H575|ROSORA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042041|H979|SAN MARCELLO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042042|I071|SAN PAOLO DI JESI|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042043|I251|SANTA MARIA NUOVA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042044|I461|SASSOFERRATO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042045|I608|SENIGALLIA|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042046|I643|SERRA DE'CONTI|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042047|I653|SERRA SAN QUIRICO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042048|I758|SIROLO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
042049|I932|STAFFOLO|042|AN|ANCONA|11|Marche|3|Centro|100|ITALIA
043001|A031|ACQUACANINA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043002|A329|APIRO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043003|A334|APPIGNANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043004|A739|BELFORTE DEL CHIENTI|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043005|A947|BOLOGNOLA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043006|B398|CALDAROLA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043007|B474|CAMERINO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043008|B562|CAMPOROTONDO DI FIASTRONE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043009|C251|CASTELRAIMONDO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043010|C267|CASTELSANTANGELO SUL NERA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043011|C582|CESSAPALOMBO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043012|C704|CINGOLI|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043013|C770|CIVITANOVA MARCHE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043014|C886|COLMURANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043015|D042|CORRIDONIA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043016|D429|ESANATOGLIA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043017|D564|FIASTRA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043018|D609|FIORDIMONTE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043019|D628|FIUMINATA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043020|D853|GAGLIOLE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043021|E228|GUALDO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043022|E694|LORO PICENO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043023|E783|MACERATA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043024|F051|MATELICA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043025|F268|MOGLIANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043026|F454|MONTECASSIANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043027|F460|MONTE CAVALLO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043028|F482|MONTECOSARO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043029|F496|MONTEFANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043030|F552|MONTELUPONE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043031|F621|MONTE SAN GIUSTO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043032|F622|MONTE SAN MARTINO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043033|F749|MORROVALLE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043034|F793|MUCCIA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043035|G436|PENNA SAN GIOVANNI|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043036|G515|PETRIOLO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043037|G637|PIEVEBOVIGLIANA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043038|G657|PIEVE TORINA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043039|G690|PIORACO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043040|D566|POGGIO SAN VICINO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043041|F567|POLLENZA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043042|G919|PORTO RECANATI|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043043|F632|POTENZA PICENA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043044|H211|RECANATI|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043045|H323|RIPE SAN GINESIO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043046|H876|SAN GINESIO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043047|I156|SAN SEVERINO MARCHE|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043048|I286|SANT'ANGELO IN PONTANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043049|I436|SARNANO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043050|I569|SEFRO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043051|I651|SERRAPETRONA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043052|I661|SERRAVALLE DI CHIENTI|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043053|L191|TOLENTINO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043054|L366|TREIA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043055|L501|URBISAGLIA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043056|L517|USSITA|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
043057|M078|VISSO|043|MC|MACERATA|11|Marche|3|Centro|100|ITALIA
044001|A044|ACQUASANTA TERME|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044002|A047|ACQUAVIVA PICENA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044003|A233|ALTIDONA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044004|A252|AMANDOLA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044005|A335|APPIGNANO DEL TRONTO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044006|A437|ARQUATA DEL TRONTO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044007|A462|ASCOLI PICENO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044008|A760|BELMONTE PICENO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044009|B534|CAMPOFILONE|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044010|B727|CARASSAI|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044011|C093|CASTEL DI LAMA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044012|C321|CASTIGNANO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044013|C331|CASTORANO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044014|C877|COLLI DEL TRONTO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044015|C935|COMUNANZA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044016|D096|COSSIGNANO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044017|D210|CUPRA MARITTIMA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044018|D477|FALERONE|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044019|D542|FERMO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044020|D652|FOLIGNANO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044021|D691|FORCE|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044022|D760|FRANCAVILLA D'ETE|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044023|E207|GROTTAMMARE|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044024|E208|GROTTAZZOLINA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044025|E447|LAPEDONA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044026|E807|MAGLIANO DI TENNA|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
044027|E868|MALTIGNANO|044|AP|ASCOLI PICENO|11|Marche|3|Centro|100|ITALIA
